,overall,value_eur,pace,shooting,passing,dribbling,defending,physic
10278,65,775000,77.0,65.0,59.0,70.0,30.0,48.0
10279,65,700000,34.0,45.0,51.0,49.0,67.0,70.0
10280,65,0,67.0,52.0,58.0,65.0,58.0,61.0
10282,65,750000,73.0,57.0,65.0,68.0,35.0,45.0
10283,65,675000,69.0,27.0,40.0,42.0,65.0,67.0
10284,65,675000,60.0,31.0,47.0,62.0,65.0,68.0
10285,65,700000,65.0,44.0,49.0,46.0,64.0,66.0
10286,65,0,69.0,37.0,56.0,62.0,65.0,65.0
10287,65,675000,32.0,33.0,42.0,38.0,63.0,77.0
10289,65,650000,48.0,32.0,39.0,43.0,67.0,69.0
10290,65,675000,67.0,43.0,51.0,53.0,61.0,71.0
10291,65,675000,64.0,53.0,54.0,55.0,63.0,82.0
10292,65,725000,71.0,64.0,64.0,64.0,57.0,64.0
10293,65,725000,60.0,48.0,69.0,64.0,54.0,59.0
10294,65,725000,64.0,54.0,63.0,62.0,65.0,71.0
10295,65,750000,74.0,62.0,60.0,66.0,27.0,63.0
10296,65,750000,81.0,62.0,54.0,65.0,29.0,58.0
10297,65,675000,76.0,32.0,47.0,48.0,64.0,73.0
10298,65,750000,70.0,56.0,65.0,69.0,39.0,42.0
10299,65,675000,48.0,41.0,50.0,56.0,61.0,73.0
10300,65,750000,77.0,61.0,46.0,60.0,25.0,69.0
10301,65,725000,52.0,57.0,64.0,68.0,59.0,67.0
10302,65,650000,73.0,55.0,58.0,62.0,61.0,72.0
10304,65,650000,71.0,34.0,56.0,63.0,61.0,64.0
10305,65,650000,71.0,52.0,64.0,65.0,62.0,47.0
10307,65,725000,69.0,58.0,63.0,66.0,51.0,61.0
10308,65,750000,87.0,58.0,53.0,63.0,37.0,72.0
10309,65,650000,49.0,25.0,48.0,37.0,65.0,69.0
10310,65,675000,63.0,23.0,38.0,35.0,63.0,72.0
10311,65,750000,72.0,58.0,62.0,68.0,31.0,46.0
10312,65,650000,76.0,55.0,60.0,66.0,59.0,62.0
10313,65,750000,87.0,53.0,57.0,68.0,32.0,59.0
10314,65,750000,66.0,67.0,65.0,63.0,34.0,68.0
10316,65,750000,81.0,64.0,56.0,66.0,34.0,59.0
10317,65,650000,72.0,36.0,54.0,65.0,62.0,68.0
10318,65,650000,67.0,62.0,69.0,67.0,60.0,71.0
10319,65,725000,73.0,42.0,62.0,73.0,61.0,57.0
10320,65,650000,71.0,33.0,51.0,62.0,63.0,62.0
10321,65,750000,71.0,65.0,48.0,64.0,31.0,67.0
10322,65,750000,85.0,54.0,57.0,61.0,47.0,72.0
10323,65,750000,68.0,61.0,62.0,66.0,41.0,59.0
10324,65,650000,64.0,32.0,53.0,62.0,65.0,64.0
10325,65,750000,67.0,52.0,60.0,73.0,34.0,37.0
10326,65,750000,79.0,64.0,60.0,65.0,53.0,69.0
10327,65,675000,65.0,52.0,58.0,60.0,63.0,68.0
10328,65,750000,77.0,58.0,60.0,71.0,33.0,50.0
10329,65,725000,52.0,45.0,64.0,61.0,62.0,65.0
10330,65,750000,70.0,64.0,49.0,64.0,23.0,62.0
10331,65,750000,76.0,63.0,50.0,67.0,25.0,54.0
10332,65,675000,49.0,27.0,42.0,37.0,65.0,72.0
10333,65,725000,68.0,55.0,58.0,66.0,57.0,74.0
10334,65,750000,71.0,60.0,61.0,68.0,26.0,57.0
10335,65,750000,72.0,67.0,58.0,68.0,28.0,45.0
10336,65,750000,69.0,66.0,47.0,62.0,20.0,56.0
10337,65,750000,60.0,67.0,47.0,59.0,32.0,69.0
10338,65,750000,84.0,60.0,55.0,68.0,17.0,50.0
10339,65,675000,60.0,34.0,50.0,47.0,63.0,72.0
10340,65,650000,78.0,35.0,57.0,66.0,60.0,67.0
10341,65,750000,77.0,66.0,49.0,60.0,21.0,68.0
10342,65,725000,56.0,52.0,63.0,62.0,50.0,64.0
10343,65,650000,79.0,28.0,51.0,61.0,60.0,66.0
10344,65,750000,77.0,65.0,53.0,72.0,22.0,52.0
10345,65,750000,62.0,54.0,62.0,71.0,35.0,50.0
10346,65,650000,69.0,43.0,53.0,65.0,63.0,69.0
10347,65,650000,71.0,36.0,54.0,62.0,62.0,71.0
10351,65,650000,76.0,52.0,60.0,63.0,61.0,67.0
10352,65,725000,90.0,63.0,47.0,64.0,25.0,59.0
10353,65,725000,68.0,63.0,48.0,64.0,26.0,65.0
10355,65,625000,37.0,36.0,49.0,42.0,63.0,78.0
10357,65,650000,73.0,38.0,57.0,58.0,64.0,64.0
10358,65,700000,72.0,58.0,66.0,70.0,48.0,65.0
10359,65,625000,68.0,68.0,65.0,62.0,61.0,67.0
10360,65,625000,78.0,43.0,58.0,64.0,62.0,64.0
10361,65,725000,73.0,56.0,59.0,73.0,19.0,47.0
10362,65,650000,61.0,51.0,57.0,60.0,61.0,70.0
10363,65,650000,61.0,48.0,62.0,55.0,61.0,71.0
10364,65,725000,67.0,60.0,62.0,66.0,54.0,66.0
10365,65,650000,67.0,36.0,62.0,58.0,63.0,67.0
10366,65,725000,75.0,66.0,60.0,67.0,37.0,68.0
10367,65,650000,65.0,50.0,54.0,57.0,63.0,73.0
10368,65,725000,75.0,55.0,55.0,69.0,53.0,62.0
10369,65,650000,66.0,25.0,48.0,55.0,64.0,70.0
10371,65,725000,67.0,64.0,51.0,62.0,32.0,67.0
10372,65,650000,57.0,61.0,57.0,58.0,60.0,80.0
10374,65,725000,76.0,59.0,62.0,69.0,31.0,57.0
10376,65,725000,65.0,63.0,55.0,65.0,41.0,72.0
10377,65,700000,59.0,57.0,63.0,63.0,57.0,70.0
10378,65,650000,68.0,31.0,45.0,47.0,63.0,68.0
10379,65,650000,58.0,43.0,54.0,58.0,65.0,70.0
10380,65,625000,74.0,38.0,56.0,60.0,62.0,63.0
10382,65,725000,82.0,53.0,58.0,73.0,31.0,51.0
10383,65,650000,87.0,40.0,52.0,64.0,63.0,59.0
10384,65,725000,86.0,55.0,59.0,69.0,29.0,49.0
10385,65,650000,36.0,28.0,40.0,31.0,64.0,71.0
10386,65,725000,69.0,46.0,62.0,71.0,35.0,50.0
10387,65,650000,68.0,36.0,54.0,56.0,63.0,72.0
10388,65,725000,68.0,62.0,52.0,62.0,28.0,70.0
10389,65,650000,76.0,39.0,51.0,59.0,63.0,66.0
10390,65,650000,70.0,45.0,58.0,59.0,63.0,72.0
10391,65,650000,71.0,33.0,59.0,65.0,61.0,64.0
10392,65,725000,75.0,61.0,52.0,62.0,26.0,79.0
10393,65,625000,60.0,35.0,56.0,64.0,62.0,61.0
10394,65,650000,71.0,33.0,59.0,58.0,62.0,73.0
10396,65,700000,73.0,63.0,64.0,67.0,55.0,63.0
10397,65,700000,70.0,56.0,60.0,65.0,62.0,76.0
10398,65,725000,78.0,55.0,60.0,68.0,58.0,62.0
10399,65,650000,51.0,38.0,37.0,37.0,64.0,74.0
10400,65,650000,52.0,31.0,49.0,41.0,64.0,71.0
10401,65,650000,55.0,31.0,44.0,46.0,62.0,71.0
10403,65,650000,67.0,31.0,44.0,42.0,63.0,74.0
10404,65,725000,86.0,63.0,53.0,70.0,21.0,58.0
10405,65,725000,82.0,61.0,55.0,68.0,28.0,56.0
10406,65,700000,67.0,54.0,59.0,65.0,52.0,74.0
10407,65,725000,76.0,63.0,50.0,64.0,24.0,64.0
10408,65,725000,83.0,54.0,62.0,64.0,37.0,48.0
10409,65,725000,57.0,66.0,47.0,57.0,28.0,63.0
10410,65,725000,86.0,58.0,59.0,67.0,43.0,69.0
10411,65,725000,69.0,59.0,58.0,69.0,39.0,56.0
10413,65,650000,74.0,54.0,61.0,61.0,63.0,69.0
10414,65,725000,74.0,65.0,60.0,64.0,38.0,57.0
10415,65,650000,82.0,42.0,51.0,61.0,63.0,69.0
10416,65,625000,70.0,38.0,63.0,62.0,62.0,65.0
10417,65,725000,72.0,65.0,61.0,64.0,39.0,72.0
10418,65,650000,67.0,32.0,47.0,64.0,64.0,69.0
10419,65,725000,66.0,57.0,64.0,63.0,48.0,57.0
10420,65,625000,76.0,41.0,57.0,64.0,61.0,67.0
10422,65,675000,66.0,54.0,58.0,64.0,60.0,77.0
10423,65,700000,77.0,58.0,61.0,70.0,27.0,47.0
10425,65,625000,35.0,31.0,48.0,49.0,65.0,67.0
10426,65,700000,74.0,60.0,49.0,63.0,26.0,75.0
10427,65,700000,77.0,61.0,45.0,59.0,24.0,78.0
10429,65,700000,65.0,64.0,51.0,63.0,36.0,61.0
10431,65,625000,72.0,53.0,55.0,61.0,64.0,79.0
10432,65,625000,46.0,43.0,48.0,47.0,62.0,72.0
10433,65,700000,65.0,50.0,63.0,65.0,52.0,61.0
10434,65,700000,70.0,55.0,64.0,67.0,39.0,53.0
10435,65,675000,66.0,52.0,64.0,64.0,60.0,55.0
10436,65,625000,77.0,58.0,58.0,65.0,59.0,64.0
10437,65,625000,69.0,57.0,61.0,74.0,59.0,61.0
10438,65,625000,61.0,40.0,58.0,62.0,64.0,63.0
10439,65,625000,69.0,42.0,60.0,68.0,59.0,62.0
10440,65,625000,61.0,42.0,53.0,50.0,63.0,74.0
10441,65,625000,63.0,38.0,52.0,55.0,64.0,71.0
10442,65,700000,76.0,60.0,60.0,66.0,30.0,65.0
10443,65,625000,66.0,56.0,60.0,60.0,59.0,66.0
10445,65,625000,63.0,26.0,35.0,38.0,64.0,66.0
10446,65,625000,47.0,28.0,48.0,40.0,65.0,68.0
10447,65,700000,40.0,61.0,48.0,59.0,27.0,66.0
10448,65,625000,54.0,31.0,50.0,54.0,58.0,83.0
10449,65,625000,45.0,59.0,54.0,55.0,62.0,80.0
10450,65,625000,42.0,25.0,49.0,35.0,64.0,72.0
10451,65,700000,82.0,53.0,59.0,68.0,39.0,64.0
10452,65,675000,79.0,39.0,62.0,70.0,61.0,63.0
10453,65,625000,52.0,25.0,36.0,37.0,66.0,67.0
10454,65,725000,61.0,64.0,39.0,58.0,26.0,71.0
10455,65,700000,86.0,44.0,61.0,66.0,43.0,59.0
10456,65,625000,66.0,28.0,41.0,46.0,64.0,67.0
10457,65,700000,71.0,57.0,62.0,66.0,47.0,60.0
10458,65,675000,54.0,62.0,64.0,67.0,51.0,73.0
10459,65,700000,66.0,65.0,38.0,59.0,24.0,61.0
10460,65,625000,82.0,30.0,48.0,65.0,61.0,50.0
10461,65,725000,73.0,64.0,55.0,66.0,28.0,51.0
10462,65,675000,66.0,52.0,59.0,64.0,61.0,67.0
10463,65,625000,68.0,50.0,59.0,61.0,61.0,69.0
10464,65,675000,70.0,55.0,58.0,64.0,53.0,66.0
10465,65,675000,64.0,49.0,62.0,65.0,59.0,60.0
10466,65,650000,68.0,59.0,61.0,64.0,58.0,63.0
10467,65,625000,74.0,41.0,50.0,62.0,62.0,65.0
10468,65,625000,67.0,47.0,60.0,64.0,61.0,60.0
10470,65,625000,70.0,25.0,46.0,56.0,68.0,58.0
10471,65,675000,35.0,64.0,59.0,57.0,36.0,73.0
10472,65,600000,52.0,35.0,57.0,51.0,62.0,74.0
10474,65,675000,80.0,56.0,61.0,67.0,47.0,61.0
10475,65,600000,67.0,48.0,60.0,67.0,60.0,51.0
10476,65,650000,74.0,61.0,64.0,66.0,52.0,76.0
10478,65,650000,64.0,47.0,60.0,63.0,60.0,68.0
10479,65,600000,70.0,35.0,45.0,53.0,63.0,72.0
10480,65,575000,55.0,26.0,44.0,50.0,63.0,79.0
10481,65,600000,79.0,50.0,60.0,65.0,59.0,58.0
10482,65,675000,67.0,59.0,61.0,68.0,57.0,59.0
10483,65,600000,71.0,64.0,62.0,69.0,62.0,69.0
10484,65,675000,74.0,64.0,49.0,67.0,21.0,59.0
10485,65,625000,73.0,32.0,47.0,47.0,61.0,81.0
10486,65,600000,81.0,54.0,50.0,64.0,61.0,88.0
10487,65,600000,56.0,43.0,52.0,47.0,66.0,75.0
10488,65,675000,82.0,48.0,62.0,70.0,46.0,50.0
10489,65,675000,70.0,58.0,64.0,66.0,42.0,62.0
10490,65,600000,77.0,36.0,57.0,65.0,59.0,66.0
10491,65,600000,73.0,32.0,49.0,53.0,63.0,68.0
10492,65,600000,81.0,39.0,49.0,53.0,60.0,67.0
10493,65,675000,84.0,60.0,60.0,70.0,38.0,65.0
10494,65,700000,91.0,60.0,45.0,62.0,30.0,56.0
10495,65,600000,64.0,35.0,48.0,54.0,66.0,74.0
10496,65,600000,71.0,54.0,61.0,64.0,60.0,70.0
10497,65,675000,74.0,56.0,58.0,68.0,40.0,60.0
10498,65,600000,76.0,42.0,57.0,65.0,62.0,68.0
10499,65,700000,51.0,62.0,50.0,56.0,29.0,68.0
10500,65,675000,80.0,58.0,56.0,71.0,26.0,48.0
10501,65,600000,64.0,35.0,47.0,61.0,64.0,69.0
10502,65,675000,68.0,59.0,64.0,67.0,38.0,51.0
10503,65,675000,59.0,45.0,59.0,62.0,66.0,74.0
10504,65,600000,73.0,60.0,57.0,61.0,63.0,71.0
10505,65,600000,75.0,37.0,53.0,59.0,62.0,68.0
10506,65,675000,89.0,55.0,58.0,67.0,27.0,66.0
10507,65,650000,76.0,59.0,63.0,70.0,48.0,67.0
10508,65,625000,57.0,25.0,37.0,39.0,63.0,71.0
10509,65,600000,75.0,50.0,56.0,60.0,60.0,69.0
10510,65,675000,57.0,61.0,66.0,70.0,54.0,69.0
10511,65,700000,77.0,64.0,41.0,55.0,23.0,65.0
10512,65,700000,73.0,64.0,57.0,65.0,33.0,66.0
10513,65,675000,75.0,56.0,56.0,65.0,37.0,72.0
10514,65,675000,82.0,64.0,56.0,68.0,21.0,54.0
10515,65,600000,52.0,24.0,37.0,44.0,64.0,68.0
10516,65,600000,60.0,26.0,42.0,55.0,64.0,69.0
10517,65,625000,45.0,41.0,51.0,56.0,64.0,74.0
10518,65,600000,46.0,25.0,42.0,47.0,64.0,73.0
10519,65,575000,72.0,26.0,46.0,45.0,64.0,68.0
10520,65,675000,64.0,58.0,67.0,66.0,49.0,57.0
10521,65,675000,73.0,64.0,51.0,61.0,26.0,61.0
10522,65,0,59.0,46.0,59.0,65.0,63.0,64.0
10523,65,675000,70.0,63.0,56.0,67.0,31.0,60.0
10524,65,700000,52.0,62.0,51.0,66.0,21.0,56.0
10525,65,700000,69.0,61.0,38.0,55.0,24.0,65.0
10526,65,675000,69.0,65.0,64.0,64.0,41.0,70.0
10527,65,675000,70.0,65.0,46.0,64.0,26.0,53.0
10528,65,600000,58.0,34.0,58.0,52.0,62.0,71.0
10529,65,600000,62.0,41.0,56.0,64.0,60.0,74.0
10530,65,675000,81.0,57.0,60.0,64.0,45.0,60.0
10531,65,600000,59.0,23.0,33.0,41.0,65.0,74.0
10532,65,700000,40.0,58.0,42.0,52.0,63.0,82.0
10533,65,675000,73.0,66.0,46.0,59.0,23.0,62.0
10534,65,625000,62.0,52.0,56.0,59.0,62.0,78.0
10535,65,0,57.0,36.0,55.0,54.0,66.0,58.0
10536,65,675000,73.0,63.0,60.0,67.0,36.0,63.0
10537,65,575000,45.0,27.0,33.0,33.0,70.0,61.0
10538,65,600000,54.0,32.0,41.0,35.0,63.0,76.0
10539,65,600000,61.0,37.0,42.0,40.0,66.0,68.0
10540,65,600000,58.0,27.0,44.0,56.0,61.0,72.0
10541,65,700000,70.0,63.0,41.0,66.0,29.0,60.0
10542,65,675000,67.0,58.0,64.0,67.0,28.0,49.0
10543,65,600000,68.0,54.0,63.0,64.0,63.0,66.0
10544,65,575000,64.0,54.0,66.0,65.0,61.0,67.0
10545,65,650000,54.0,60.0,64.0,60.0,60.0,75.0
10547,65,650000,72.0,60.0,64.0,67.0,57.0,73.0
10548,65,650000,66.0,53.0,66.0,64.0,53.0,62.0
10549,65,575000,67.0,44.0,57.0,60.0,62.0,76.0
10550,65,575000,67.0,50.0,56.0,64.0,63.0,62.0
10551,65,575000,83.0,38.0,48.0,58.0,63.0,74.0
10552,65,650000,81.0,57.0,57.0,67.0,49.0,70.0
10553,65,575000,74.0,40.0,57.0,64.0,63.0,67.0
10555,65,575000,61.0,33.0,53.0,58.0,64.0,73.0
10556,65,650000,72.0,60.0,66.0,71.0,41.0,54.0
10557,65,600000,57.0,34.0,42.0,42.0,67.0,68.0
10558,65,575000,63.0,42.0,54.0,61.0,65.0,69.0
10559,65,675000,75.0,65.0,56.0,66.0,36.0,66.0
10560,65,575000,56.0,27.0,45.0,37.0,62.0,75.0
10561,65,550000,51.0,28.0,33.0,33.0,63.0,78.0
10562,65,575000,74.0,39.0,60.0,64.0,59.0,71.0
10563,65,575000,30.0,36.0,47.0,38.0,64.0,74.0
10564,65,550000,71.0,25.0,36.0,43.0,64.0,73.0
10565,65,675000,73.0,61.0,66.0,73.0,45.0,57.0
10566,65,675000,69.0,61.0,53.0,61.0,36.0,69.0
10567,65,575000,72.0,47.0,59.0,67.0,60.0,70.0
10568,65,575000,85.0,39.0,57.0,66.0,56.0,68.0
10569,65,650000,75.0,62.0,55.0,71.0,37.0,49.0
10570,65,650000,72.0,64.0,62.0,65.0,48.0,67.0
10571,65,550000,61.0,59.0,56.0,61.0,62.0,71.0
10572,65,600000,53.0,30.0,42.0,45.0,64.0,72.0
10573,65,675000,67.0,65.0,48.0,60.0,31.0,70.0
10574,65,650000,53.0,52.0,59.0,57.0,60.0,71.0
10575,65,650000,68.0,59.0,60.0,64.0,38.0,74.0
10576,65,575000,76.0,36.0,59.0,67.0,59.0,64.0
10577,65,575000,50.0,46.0,49.0,51.0,64.0,73.0
10578,65,650000,70.0,46.0,65.0,68.0,48.0,64.0
10579,65,575000,66.0,54.0,61.0,62.0,61.0,69.0
10580,65,575000,57.0,27.0,44.0,38.0,67.0,67.0
10581,65,550000,57.0,39.0,49.0,36.0,63.0,76.0
10582,65,650000,65.0,60.0,64.0,65.0,45.0,70.0
10583,65,675000,73.0,59.0,64.0,65.0,45.0,65.0
10584,65,600000,65.0,55.0,62.0,66.0,63.0,62.0
10585,65,575000,64.0,26.0,36.0,44.0,65.0,73.0
10586,65,650000,70.0,67.0,59.0,70.0,31.0,55.0
10587,65,550000,34.0,24.0,38.0,46.0,61.0,77.0
10588,65,650000,81.0,57.0,58.0,69.0,30.0,51.0
10589,65,575000,62.0,28.0,44.0,46.0,64.0,68.0
10591,65,575000,51.0,45.0,35.0,42.0,64.0,81.0
10593,65,525000,65.0,51.0,61.0,64.0,65.0,60.0
10594,65,625000,70.0,64.0,47.0,57.0,35.0,83.0
10595,65,550000,68.0,55.0,57.0,63.0,63.0,80.0
10596,65,500000,67.0,30.0,32.0,35.0,66.0,69.0
10597,65,525000,61.0,32.0,52.0,52.0,62.0,73.0
10598,65,625000,70.0,58.0,61.0,66.0,42.0,62.0
10599,65,550000,60.0,27.0,47.0,56.0,63.0,75.0
10600,65,550000,81.0,25.0,46.0,50.0,62.0,72.0
10601,65,625000,68.0,65.0,60.0,65.0,38.0,68.0
10603,65,525000,54.0,23.0,43.0,51.0,65.0,72.0
10604,65,500000,61.0,22.0,43.0,51.0,59.0,78.0
10605,65,0,70.0,53.0,68.0,64.0,46.0,60.0
10606,65,500000,56.0,53.0,61.0,61.0,62.0,74.0
10607,65,550000,37.0,32.0,50.0,55.0,64.0,77.0
10608,65,525000,75.0,49.0,58.0,59.0,63.0,67.0
10609,65,625000,68.0,63.0,50.0,59.0,24.0,74.0
10610,65,500000,41.0,37.0,46.0,39.0,63.0,77.0
10612,65,550000,60.0,48.0,49.0,53.0,64.0,72.0
10613,65,600000,69.0,54.0,62.0,65.0,62.0,63.0
10614,65,625000,58.0,60.0,61.0,70.0,35.0,44.0
10615,65,525000,78.0,54.0,57.0,64.0,63.0,67.0
10616,65,650000,82.0,60.0,52.0,64.0,38.0,76.0
10617,65,625000,85.0,51.0,58.0,67.0,34.0,57.0
10619,65,525000,48.0,48.0,55.0,57.0,63.0,83.0
10620,65,550000,89.0,52.0,55.0,61.0,57.0,78.0
10621,65,550000,72.0,48.0,60.0,62.0,61.0,71.0
10622,65,625000,68.0,61.0,58.0,65.0,33.0,73.0
10623,65,550000,80.0,51.0,57.0,63.0,60.0,67.0
10624,65,625000,58.0,42.0,62.0,64.0,51.0,59.0
10627,65,550000,70.0,37.0,57.0,63.0,62.0,66.0
10628,65,525000,60.0,32.0,46.0,50.0,63.0,71.0
10629,65,625000,72.0,62.0,49.0,62.0,27.0,70.0
10631,65,525000,66.0,49.0,52.0,56.0,63.0,68.0
10632,65,600000,68.0,51.0,64.0,63.0,60.0,75.0
10633,65,625000,75.0,50.0,60.0,69.0,31.0,57.0
10634,65,650000,66.0,61.0,54.0,60.0,28.0,66.0
10635,65,525000,44.0,31.0,45.0,34.0,64.0,74.0
10636,65,500000,44.0,31.0,42.0,42.0,61.0,78.0
10637,65,525000,72.0,34.0,50.0,60.0,63.0,67.0
10638,65,625000,71.0,62.0,58.0,70.0,38.0,58.0
10639,65,625000,57.0,68.0,44.0,55.0,30.0,58.0
10640,65,525000,75.0,28.0,54.0,61.0,64.0,75.0
10641,65,625000,76.0,61.0,58.0,64.0,32.0,54.0
10642,65,625000,72.0,57.0,61.0,65.0,45.0,70.0
10643,65,625000,77.0,62.0,57.0,68.0,25.0,58.0
10644,65,625000,78.0,64.0,54.0,68.0,43.0,63.0
10645,65,625000,72.0,59.0,53.0,65.0,25.0,76.0
10646,65,650000,68.0,64.0,61.0,64.0,48.0,64.0
10647,65,600000,70.0,60.0,64.0,67.0,57.0,69.0
10648,65,525000,75.0,36.0,59.0,62.0,60.0,65.0
10649,65,525000,57.0,29.0,47.0,59.0,65.0,66.0
10650,65,550000,57.0,40.0,55.0,57.0,61.0,79.0
10651,65,600000,65.0,61.0,67.0,65.0,56.0,60.0
10652,65,625000,77.0,62.0,58.0,64.0,25.0,71.0
10653,65,525000,75.0,29.0,50.0,62.0,61.0,69.0
10654,65,625000,76.0,60.0,59.0,69.0,26.0,69.0
10655,65,550000,63.0,33.0,41.0,44.0,59.0,83.0
10656,65,625000,73.0,60.0,61.0,66.0,37.0,67.0
10657,65,625000,82.0,53.0,58.0,69.0,29.0,56.0
10658,65,625000,69.0,56.0,64.0,65.0,60.0,69.0
10659,65,625000,75.0,60.0,62.0,65.0,40.0,59.0
10660,65,550000,64.0,40.0,55.0,60.0,63.0,67.0
10661,65,625000,90.0,49.0,59.0,66.0,29.0,50.0
10662,65,550000,61.0,25.0,46.0,58.0,65.0,59.0
10664,65,625000,62.0,64.0,54.0,61.0,25.0,67.0
10665,65,0,25.0,52.0,49.0,34.0,61.0,73.0
10667,65,190000,32.0,66.0,61.0,59.0,28.0,69.0
10668,65,190000,34.0,66.0,60.0,62.0,29.0,63.0
10670,65,425000,75.0,57.0,61.0,66.0,41.0,65.0
10672,65,190000,30.0,68.0,48.0,46.0,37.0,73.0
10674,65,110000,58.0,44.0,50.0,50.0,65.0,57.0
10675,65,160000,34.0,35.0,45.0,44.0,64.0,74.0
10676,65,250000,54.0,64.0,56.0,66.0,37.0,62.0
10677,65,120000,47.0,63.0,57.0,60.0,66.0,66.0
10678,65,200000,38.0,36.0,41.0,38.0,63.0,73.0
10679,65,270000,76.0,61.0,64.0,64.0,36.0,61.0
10680,65,210000,64.0,53.0,61.0,60.0,62.0,72.0
10681,65,100000,68.0,50.0,60.0,64.0,61.0,71.0
10682,65,170000,52.0,60.0,68.0,63.0,57.0,59.0
10684,65,260000,73.0,21.0,33.0,38.0,66.0,72.0
10685,65,190000,55.0,64.0,54.0,60.0,38.0,73.0
10686,65,270000,73.0,63.0,66.0,59.0,58.0,72.0
10687,65,350000,34.0,46.0,51.0,37.0,65.0,69.0
10689,65,180000,73.0,55.0,61.0,64.0,60.0,67.0
10691,65,350000,47.0,40.0,49.0,42.0,63.0,73.0
10692,65,200000,43.0,39.0,44.0,47.0,63.0,78.0
10693,65,190000,43.0,63.0,54.0,56.0,35.0,81.0
10694,65,110000,38.0,66.0,70.0,63.0,66.0,57.0
10697,65,350000,64.0,64.0,59.0,64.0,51.0,74.0
10698,65,325000,51.0,61.0,62.0,62.0,60.0,74.0
10699,65,350000,52.0,66.0,54.0,62.0,24.0,66.0
10700,65,350000,33.0,39.0,45.0,54.0,64.0,70.0
10703,65,425000,58.0,66.0,58.0,63.0,36.0,70.0
10704,65,190000,64.0,63.0,56.0,63.0,40.0,66.0
10705,65,260000,47.0,34.0,34.0,38.0,64.0,78.0
10706,65,240000,49.0,68.0,69.0,69.0,63.0,57.0
10707,65,200000,30.0,30.0,48.0,34.0,65.0,67.0
10708,65,240000,66.0,46.0,59.0,60.0,65.0,71.0
10709,65,425000,73.0,61.0,60.0,65.0,29.0,58.0
10710,65,500000,77.0,59.0,60.0,65.0,56.0,68.0
10711,65,180000,33.0,64.0,73.0,65.0,37.0,34.0
10712,65,475000,68.0,60.0,53.0,63.0,39.0,67.0
10713,65,240000,61.0,48.0,62.0,63.0,64.0,65.0
10714,65,475000,63.0,60.0,65.0,60.0,59.0,76.0
10715,65,400000,51.0,50.0,59.0,60.0,62.0,77.0
10716,65,325000,62.0,46.0,58.0,62.0,64.0,68.0
10717,65,400000,61.0,41.0,56.0,62.0,64.0,73.0
10718,65,260000,53.0,45.0,54.0,55.0,63.0,75.0
10719,65,425000,77.0,55.0,57.0,66.0,60.0,69.0
10720,65,450000,63.0,64.0,65.0,62.0,60.0,71.0
10721,65,400000,69.0,32.0,57.0,63.0,62.0,72.0
10724,65,350000,59.0,50.0,62.0,66.0,60.0,64.0
10725,65,325000,69.0,46.0,53.0,65.0,63.0,68.0
10726,65,240000,59.0,50.0,63.0,63.0,64.0,68.0
10727,65,325000,70.0,39.0,52.0,59.0,63.0,76.0
10728,65,525000,61.0,65.0,55.0,67.0,26.0,58.0
10729,65,400000,63.0,43.0,60.0,67.0,64.0,68.0
10730,65,260000,52.0,48.0,48.0,56.0,61.0,74.0
10731,65,350000,67.0,63.0,52.0,69.0,37.0,69.0
10733,65,180000,54.0,60.0,68.0,66.0,56.0,61.0
10735,65,240000,55.0,48.0,60.0,62.0,65.0,71.0
10736,65,325000,66.0,63.0,66.0,66.0,49.0,64.0
10738,65,240000,59.0,40.0,56.0,58.0,67.0,72.0
10740,65,400000,72.0,59.0,66.0,66.0,55.0,63.0
10741,65,325000,63.0,59.0,64.0,64.0,60.0,67.0
10742,65,525000,76.0,58.0,60.0,67.0,50.0,66.0
10743,65,170000,57.0,52.0,61.0,64.0,64.0,69.0
10744,65,500000,72.0,63.0,64.0,66.0,62.0,66.0
10745,65,325000,71.0,40.0,57.0,55.0,62.0,72.0
10746,65,200000,47.0,40.0,53.0,46.0,61.0,83.0
10747,65,260000,35.0,46.0,51.0,48.0,64.0,71.0
10748,65,400000,73.0,30.0,42.0,41.0,63.0,77.0
10750,65,350000,48.0,27.0,43.0,38.0,62.0,74.0
10753,65,425000,51.0,61.0,50.0,59.0,28.0,71.0
10754,65,170000,62.0,57.0,58.0,60.0,67.0,77.0
10755,65,425000,79.0,57.0,62.0,65.0,53.0,60.0
10756,65,110000,35.0,52.0,53.0,59.0,65.0,64.0
10757,65,500000,60.0,60.0,66.0,68.0,41.0,66.0
10759,65,325000,68.0,57.0,62.0,63.0,61.0,71.0
10760,65,450000,42.0,32.0,31.0,39.0,64.0,80.0
10761,65,525000,74.0,58.0,62.0,63.0,64.0,86.0
10763,65,280000,48.0,67.0,45.0,49.0,36.0,75.0
10764,65,475000,54.0,63.0,66.0,65.0,61.0,66.0
10765,65,475000,78.0,60.0,66.0,66.0,57.0,58.0
10766,65,425000,56.0,18.0,52.0,52.0,65.0,72.0
10768,65,525000,70.0,59.0,60.0,62.0,58.0,72.0
10769,65,550000,72.0,66.0,59.0,73.0,25.0,52.0
10770,65,575000,81.0,58.0,63.0,68.0,34.0,61.0
10771,65,550000,76.0,62.0,48.0,56.0,36.0,83.0
10772,65,350000,50.0,39.0,45.0,43.0,63.0,75.0
